XR,YR,TSS
304294.63,6031026.93,-1.0
304294.64,6031027.05,-1.0
304294.64,6031027.13,-1.0
304294.64,6031027.2,-3.0
304294.64,6031027.32,-1.0
304294.64,6031027.4,-1.0
304294.64,6031027.47,0.0
304294.64,6031027.59,-2.0
304294.63,6031027.67,-2.0
304294.63,6031027.75,-2.0
304294.62,6031027.87,-3.0
304294.62,6031027.94,-2.0
304294.61,6031028.02,-2.0
304294.61,6031028.14,-2.0
304294.61,6031028.22,8.0
304294.61,6031028.29,-1.0
304294.61,6031028.41,-4.0
304294.61,6031028.49,1.0
304294.61,6031028.57,-5.0
304294.61,6031028.7,-3.0
304294.61,6031028.78,-21.0
304294.6,6031028.86,-13.0
304294.6,6031028.99,-13.0
304294.59,6031029.07,-4.0
304294.58,6031029.16,-5.0
304294.55,6031029.29,-4.0
304294.54,6031029.37,-9.0
304294.52,6031029.46,-3.0
304294.49,6031029.59,-1.0
304294.47,6031029.67,17.0
304294.45,6031029.76,-1.0
304294.42,6031029.89,-1.0
304294.4,6031029.97,-1.0
304294.38,6031030.06,-2.0
304294.35,6031030.18,-2.0
304294.34,6031030.27,-4.0
304294.32,6031030.36,-9.0
304294.3,6031030.49,-12.0
304294.28,6031030.57,-5.0
304294.26,6031030.66,-2.0
304294.24,6031030.79,-8.0
304294.23,6031030.87,5.0
304294.21,6031030.96,-1.0
304294.19,6031031.08,3.0
304294.17,6031031.17,3.0
304294.16,6031031.26,0.0
304294.15,6031031.39,0.0
304294.14,6031031.48,-4.0
304294.13,6031031.61,-4.0
304294.14,6031031.7,-3.0
304294.14,6031031.79,-1.0
304294.15,6031031.92,3.0
304294.16,6031032.01,5.0
304294.16,6031032.1,-1.0
304294.15,6031032.23,2.0
304294.14,6031032.32,2.0
304294.13,6031032.41,2.0
304294.12,6031032.55,3.0
304294.1,6031032.64,3.0
304294.09,6031032.73,4.0
304294.07,6031032.87,-3.0
304294.05,6031032.97,-2.0
304294.03,6031033.06,0.0
304294.0,6031033.2,0.0
304293.98,6031033.3,0.0
304293.95,6031033.39,0.0
304293.91,6031033.53,2.0
304293.88,6031033.62,3.0
304293.85,6031033.71,-2.0
304293.81,6031033.84,-1.0
304293.79,6031033.93,-1.0
304293.76,6031034.01,-2.0
304293.73,6031034.14,-1.0
304293.71,6031034.22,0.0
304293.7,6031034.31,0.0
304293.68,6031034.43,-3.0
304293.68,6031034.52,-5.0
304293.68,6031034.61,-4.0
304293.68,6031034.74,-2.0
304293.68,6031034.82,4.0
304293.69,6031034.92,-6.0
304293.69,6031035.05,-3.0
304293.69,6031035.14,-1.0
304293.69,6031035.24,2.0
304293.68,6031035.38,0.0
304293.67,6031035.48,-3.0
304293.66,6031035.58,-3.0
304293.64,6031035.74,0.0
304293.63,6031035.84,-12.0
304293.61,6031035.95,-4.0
304293.59,6031036.11,7.0
304293.57,6031036.21,-3.0
304293.54,6031036.32,-4.0
304293.5,6031036.48,-7.0
304293.47,6031036.59,-3.0
304293.44,6031036.69,-1.0
304293.4,6031036.85,-2.0
304293.38,6031036.96,-11.0
304293.35,6031037.06,-11.0
304293.32,6031037.22,-6.0
304293.3,6031037.33,-5.0
304293.28,6031037.48,0.0
304293.27,6031037.59,-2.0
304293.26,6031037.69,1.0
304293.25,6031037.85,-2.0
304293.24,6031037.95,2.0
304293.24,6031038.05,-6.0
304293.23,6031038.2,-9.0
304293.23,6031038.3,-9.0
304293.22,6031038.39,0.0
304293.22,6031038.53,6.0
304293.22,6031038.62,-1.0
304293.22,6031038.71,-6.0
304293.22,6031038.85,-9.0
304293.22,6031038.94,-7.0
304293.22,6031039.03,-6.0
304293.22,6031039.17,-3.0
304293.21,6031039.26,2.0
304293.21,6031039.34,-5.0
304293.2,6031039.47,7.0
304293.2,6031039.56,7.0
304293.19,6031039.65,-3.0
304293.18,6031039.77,12.0
304293.18,6031039.86,-1.0
304293.18,6031039.94,0.0
304293.17,6031040.06,-4.0
304293.17,6031040.14,8.0
304293.16,6031040.22,3.0
304293.15,6031040.33,5.0
304293.15,6031040.41,1.0
304293.14,6031040.48,1.0
304293.13,6031040.6,-7.0
304293.13,6031040.68,-5.0
304293.12,6031040.76,-12.0
304293.11,6031040.88,-11.0
304293.1,6031040.96,-13.0
304293.08,6031041.05,-13.0
304293.06,6031041.18,1.0
304293.04,6031041.26,-5.0
304293.02,6031041.35,-8.0
304292.99,6031041.49,-8.0
304292.97,6031041.58,2.0
304292.94,6031041.67,-7.0
304292.91,6031041.81,-12.0
304292.89,6031041.91,-7.0
304292.87,6031042.0,-9.0
304292.83,6031042.13,-2.0
304292.81,6031042.23,2.0
304300.5,6030991.88,-3.0
304300.49,6030992.0,0.0
304300.49,6030992.08,-6.0
304300.49,6030992.16,-6.0
304300.48,6030992.29,5.0
304300.47,6030992.38,5.0
304300.46,6030992.47,2.0
304300.45,6030992.6,2.0
304300.45,6030992.69,8.0
304300.44,6030992.78,-2.0
304300.44,6030992.91,-6.0
304300.43,6030992.99,-5.0
304300.43,6030993.13,-5.0
304300.43,6030993.21,-5.0
304300.43,6030993.29,0.0
304300.44,6030993.42,0.0
304300.44,6030993.51,3.0
304300.44,6030993.59,2.0
304300.44,6030993.73,3.0
304300.45,6030993.81,3.0
304300.44,6030993.9,1.0
304300.44,6030994.03,-1.0
304300.44,6030994.11,-1.0
304300.43,6030994.2,-1.0
304300.42,6030994.33,-1.0
304300.41,6030994.41,-1.0
304300.4,6030994.5,-6.0
304300.38,6030994.64,-1.0
304300.37,6030994.73,-11.0
304300.35,6030994.82,-3.0
304300.33,6030994.96,-1.0
304300.31,6030995.05,-1.0
304300.29,6030995.14,1.0
304300.26,6030995.28,-8.0
304300.24,6030995.37,0.0
304300.22,6030995.46,0.0
304300.2,6030995.6,4.0
304300.18,6030995.7,0.0
304300.17,6030995.79,3.0
304300.15,6030995.93,-1.0
304300.14,6030996.02,2.0
304300.13,6030996.12,-1.0
304300.1,6030996.26,5.0
304300.09,6030996.35,0.0
304300.08,6030996.45,0.0
304300.06,6030996.58,0.0
304300.05,6030996.67,-2.0
304300.04,6030996.76,-7.0
304300.03,6030996.9,-6.0
304300.02,6030996.98,-10.0
304300.01,6030997.12,0.0
304300.0,6030997.21,0.0
304299.99,6030997.3,-3.0
304299.99,6030997.43,-3.0
304299.98,6030997.52,-3.0
304299.98,6030997.62,-2.0
304299.98,6030997.76,-2.0
304299.97,6030997.85,-2.0
304299.97,6030997.94,0.0
304299.96,6030998.07,-2.0
304299.95,6030998.16,-1.0
304299.95,6030998.25,-1.0
304299.94,6030998.39,1.0
304299.93,6030998.49,0.0
304299.92,6030998.58,-1.0
304299.91,6030998.72,-1.0
304299.91,6030998.81,0.0
304299.9,6030998.91,-7.0
304299.89,6030999.05,0.0
304299.88,6030999.14,0.0
304299.87,6030999.23,0.0
304299.86,6030999.37,-2.0
304299.85,6030999.47,5.0
304299.85,6030999.56,4.0
304299.84,6030999.7,-2.0
304299.83,6030999.79,0.0
304299.82,6030999.88,4.0
304299.81,6031000.02,4.0
304299.81,6031000.11,3.0
304299.8,6031000.2,5.0
304299.79,6031000.34,4.0
304299.78,6031000.43,4.0
304299.77,6031000.52,2.0
304299.76,6031000.65,5.0
304299.75,6031000.74,5.0
304299.74,6031000.83,0.0
304299.72,6031000.96,-1.0
304299.71,6031001.05,-1.0
304299.69,6031001.15,0.0
304299.67,6031001.28,-10.0
304299.65,6031001.37,-6.0
304299.64,6031001.46,13.0
304299.61,6031001.6,11.0
304299.59,6031001.69,-7.0
304299.58,6031001.78,-3.0
304299.55,6031001.91,5.0
304299.54,6031002.01,3.0
304299.51,6031002.14,3.0
304299.5,6031002.24,0.0
304299.48,6031002.33,-3.0
304299.46,6031002.47,-1.0
304299.45,6031002.56,4.0
304299.44,6031002.66,5.0
304299.42,6031002.8,3.0
304299.41,6031002.9,-6.0
304299.4,6031002.99,-5.0
304299.38,6031003.14,0.0
304299.36,6031003.24,0.0
304299.35,6031003.34,-4.0
304299.33,6031003.47,2.0
304299.32,6031003.57,2.0
304299.31,6031003.66,-1.0
304299.3,6031003.8,-7.0
304299.3,6031003.89,-5.0
304299.29,6031003.99,4.0
304299.29,6031004.12,5.0
304299.29,6031004.21,9.0
304299.3,6031004.3,1.0
304299.3,6031004.43,-2.0
304299.3,6031004.52,-2.0
304299.3,6031004.6,-6.0
304299.31,6031004.73,2.0
304299.31,6031004.82,-2.0
304299.31,6031004.91,-3.0
304299.31,6031005.04,-1.0
304299.31,6031005.13,-6.0
304299.31,6031005.22,-2.0
304299.31,6031005.36,-2.0
304299.31,6031005.45,-4.0
304299.3,6031005.54,-4.0
304299.29,6031005.67,-3.0
304299.28,6031005.76,0.0
304299.27,6031005.85,0.0
304299.25,6031005.99,0.0
304299.24,6031006.08,-2.0
304299.22,6031006.17,2.0
304299.2,6031006.31,2.0
304299.19,6031006.41,-2.0
304299.17,6031006.5,2.0
304299.14,6031006.64,2.0
304299.12,6031006.74,2.0
304299.11,6031006.83,-3.0
304299.07,6031006.98,-1.0
304299.05,6031007.07,1.0
304299.02,6031007.21,1.0
304299.0,6031007.31,-1.0
304298.98,6031007.4,-1.0
304298.97,6031007.5,-2.0
304298.94,6031007.65,-2.0
304298.93,6031007.74,-2.0
304298.91,6031007.89,-1.0
304298.9,6031007.98,-2.0
304298.89,6031008.07,-1.0
304298.87,6031008.22,-1.0
304298.86,6031008.31,0.0
304298.84,6031008.41,-2.0
304298.83,6031008.5,-2.0
304298.81,6031008.64,-5.0
304298.8,6031008.73,3.0
304298.79,6031008.87,-4.0
304298.77,6031008.96,-8.0
304298.76,6031009.06,-8.0
304298.75,6031009.19,-4.0
304298.75,6031009.29,-2.0
304298.74,6031009.38,8.0
304298.73,6031009.52,2.0
304298.72,6031009.61,-2.0
304298.71,6031009.7,1.0
304298.71,6031009.84,-3.0
304298.7,6031009.93,-3.0
304298.7,6031010.02,-5.0
304298.69,6031010.16,-5.0
304298.68,6031010.25,-2.0
304298.66,6031010.34,11.0
304298.64,6031010.48,5.0
304298.62,6031010.57,2.0
304298.6,6031010.67,1.0
304298.59,6031010.8,-1.0
304298.58,6031010.89,-2.0
304298.57,6031010.98,-4.0
304298.56,6031011.11,-2.0
304298.55,6031011.21,-2.0
304298.55,6031011.3,-2.0
304298.55,6031011.45,-4.0
304298.55,6031011.55,-4.0
304298.55,6031011.64,-8.0
304298.55,6031011.79,-13.0
304298.54,6031011.88,-10.0
304298.55,6031011.98,-3.0
304298.54,6031012.13,-2.0
304298.54,6031012.23,-2.0
304298.53,6031012.33,-2.0
304298.52,6031012.48,0.0
304298.52,6031012.58,-2.0
304298.51,6031012.68,-1.0
304298.5,6031012.84,-1.0
304298.49,6031012.94,3.0
304298.49,6031013.04,8.0
304298.5,6031013.21,6.0
304298.5,6031013.33,0.0
304298.33,6031013.47,-11.0
304298.42,6031013.5,-2.0
304298.25,6031013.62,0.0
304298.43,6031013.62,3.0
304298.19,6031013.78,1.0
304298.37,6031013.78,0.0
304298.17,6031013.91,-2.0
304298.16,6031013.99,-3.0
304298.16,6031014.06,-3.0
304298.16,6031014.14,-5.0
304298.15,6031014.22,-9.0
304298.15,6031014.29,1.0
304298.16,6031014.36,2.0
304298.19,6031014.42,2.0
304298.21,6031014.47,2.0
304298.22,6031014.54,9.0
304298.24,6031014.62,-15.0
304298.25,6031014.69,0.0
304298.25,6031014.75,4.0
304298.26,6031014.84,0.0
304298.25,6031014.9,-10.0
304298.24,6031015.03,-3.0
304298.24,6031015.09,1.0
304298.23,6031015.15,0.0
304298.22,6031015.24,2.0
304298.22,6031015.31,2.0
304298.21,6031015.38,0.0
304298.21,6031015.49,1.0
304298.21,6031015.56,1.0
304298.2,6031015.64,2.0
304298.2,6031015.76,2.0
304298.2,6031015.84,1.0
304298.19,6031015.93,0.0
304298.18,6031016.05,-2.0
304298.17,6031016.14,2.0
304298.16,6031016.22,2.0
304298.13,6031016.35,0.0
304298.12,6031016.43,2.0
304298.1,6031016.51,4.0
304298.08,6031016.64,0.0
304298.06,6031016.72,-1.0
304298.04,6031016.8,2.0
304298.02,6031016.92,2.0
304298.0,6031017.0,-3.0
304297.99,6031017.08,-2.0
304297.97,6031017.2,-1.0
304297.96,6031017.28,-1.0
304297.95,6031017.36,-1.0
304297.93,6031017.47,0.0
304297.92,6031017.55,0.0
304297.91,6031017.63,-1.0
304297.9,6031017.74,-1.0
304297.9,6031017.82,-1.0
304297.89,6031017.89,-1.0
304297.88,6031018.01,-5.0
304297.88,6031018.08,0.0
304297.87,6031018.2,0.0
304297.87,6031018.27,0.0
304297.87,6031018.35,-5.0
304297.86,6031018.43,5.0
304297.86,6031018.54,5.0
304297.85,6031018.62,2.0
304297.85,6031018.7,2.0
304297.84,6031018.82,6.0
304297.84,6031018.9,6.0
304297.84,6031018.98,7.0
304297.83,6031019.09,4.0
304297.83,6031019.17,2.0
304297.83,6031019.25,3.0
304297.83,6031019.37,1.0
304297.84,6031019.45,5.0
304297.84,6031019.54,0.0
304297.83,6031019.66,0.0
304297.83,6031019.74,2.0
304297.83,6031019.82,2.0
304297.83,6031019.95,3.0
304297.83,6031020.04,2.0
304297.82,6031020.13,0.0
304297.82,6031020.25,-3.0
304297.82,6031020.34,0.0
304297.81,6031020.42,-2.0
304297.81,6031020.55,4.0
304297.8,6031020.64,8.0
304297.78,6031020.77,22.0
304297.77,6031020.85,9.0
304297.76,6031020.93,1.0
304297.74,6031021.06,1.0
304297.73,6031021.15,-4.0
304297.72,6031021.24,-3.0
304297.7,6031021.36,6.0
304297.69,6031021.45,6.0
304297.67,6031021.53,-1.0
304297.64,6031021.66,-11.0
304297.63,6031021.74,4.0
304297.61,6031021.83,5.0
304297.57,6031021.96,1.0
304297.55,6031022.04,-6.0
304297.53,6031022.12,-10.0
304297.5,6031022.25,-3.0
304297.48,6031022.34,-1.0
304297.45,6031022.42,-1.0
304297.42,6031022.55,-1.0
304297.4,6031022.63,-2.0
304297.38,6031022.71,-5.0
304297.36,6031022.83,2.0
304297.34,6031022.91,4.0
304297.32,6031022.99,-1.0
304297.3,6031023.1,-10.0
304297.29,6031023.18,-3.0
304297.28,6031023.26,-5.0
304297.26,6031023.37,5.0
304297.25,6031023.44,5.0
304297.24,6031023.52,-1.0
304297.23,6031023.63,-2.0
304297.22,6031023.7,-1.0
304297.22,6031023.77,1.0
304297.22,6031023.88,1.0
304297.22,6031023.95,2.0
304297.22,6031024.02,1.0
304297.23,6031024.13,-3.0
304297.24,6031024.2,-1.0
304297.25,6031024.28,-1.0
304297.26,6031024.39,-3.0
304297.27,6031024.46,0.0
304297.28,6031024.53,0.0
304297.29,6031024.65,-7.0
304297.29,6031024.72,0.0
304297.3,6031024.8,0.0
304297.31,6031024.92,0.0
304297.31,6031025.0,-2.0
304297.32,6031025.13,-3.0
304297.32,6031025.22,0.0
304297.33,6031025.3,1.0
304297.33,6031025.39,-2.0
304297.32,6031025.52,0.0
304297.32,6031025.61,0.0
304297.31,6031025.7,-6.0
304297.3,6031025.84,-12.0
304297.29,6031025.93,-12.0
304297.27,6031026.07,-2.0
304297.25,6031026.16,1.0
304297.23,6031026.26,5.0
304297.21,6031026.39,0.0
304297.19,6031026.48,2.0
304297.17,6031026.57,-1.0
304297.14,6031026.7,-1.0
304297.11,6031026.79,-2.0
304297.09,6031026.88,0.0
304297.06,6031027.0,0.0
304297.04,6031027.09,0.0
304297.02,6031027.17,1.0
304296.99,6031027.3,1.0
304296.97,6031027.38,-3.0
304296.96,6031027.46,-1.0
304296.93,6031027.58,1.0
304296.91,6031027.65,-2.0
304296.9,6031027.73,-3.0
304296.88,6031027.85,-2.0
304296.86,6031027.92,0.0
304296.85,6031027.99,-6.0
304296.83,6031028.1,-7.0
304296.83,6031028.17,-7.0
304296.82,6031028.25,-8.0
304296.8,6031028.35,-8.0
304296.79,6031028.42,-4.0
304296.78,6031028.5,-6.0
304296.76,6031028.6,5.0
304296.75,6031028.67,1.0
304296.74,6031028.74,-1.0
304296.73,6031028.84,0.0
304296.72,6031028.91,0.0
304296.71,6031028.99,-1.0
304296.7,6031029.11,0.0
304296.7,6031029.19,0.0
304296.69,6031029.26,-1.0
304296.68,6031029.38,-1.0
304296.68,6031029.46,-2.0
304296.67,6031029.54,0.0
304296.66,6031029.67,-2.0
304296.66,6031029.75,-2.0
304296.66,6031029.88,-2.0
304296.65,6031029.96,-3.0
304296.65,6031030.05,-2.0
304296.65,6031030.19,-2.0
304296.65,6031030.29,-4.0
304296.65,6031030.38,0.0
304296.65,6031030.52,5.0
304296.65,6031030.61,18.0
304296.65,6031030.7,-2.0
304296.64,6031030.84,-5.0
304296.64,6031030.94,-5.0
304296.64,6031031.03,2.0
304296.64,6031031.17,0.0
304296.64,6031031.26,0.0
304296.63,6031031.35,-2.0
304296.62,6031031.49,-2.0
304296.62,6031031.58,-2.0
304296.61,6031031.67,0.0
304296.6,6031031.8,0.0
304296.59,6031031.89,1.0
304296.58,6031031.98,7.0
304296.56,6031032.11,4.0
304296.55,6031032.2,-1.0
304296.54,6031032.29,0.0
304296.52,6031032.41,-7.0
304296.51,6031032.5,-7.0
304296.5,6031032.58,1.0
304296.48,6031032.71,11.0
304296.46,6031032.79,1.0
304296.45,6031032.88,-2.0
304296.43,6031033.0,-3.0
304296.42,6031033.08,6.0
304296.4,6031033.16,-3.0
304296.39,6031033.28,-1.0
304296.38,6031033.35,-1.0
304296.38,6031033.43,-1.0
304296.37,6031033.54,0.0
304296.36,6031033.62,-2.0
304296.36,6031033.7,-2.0
304296.36,6031033.81,-3.0
304296.35,6031033.88,-3.0
304296.35,6031033.95,-3.0
304296.35,6031034.07,-3.0
304296.35,6031034.14,-3.0
304296.35,6031034.22,-2.0
304296.34,6031034.33,-2.0
304296.34,6031034.41,-3.0
304296.34,6031034.48,-2.0
304296.34,6031034.59,-1.0
304296.33,6031034.66,-1.0
304296.33,6031034.73,-2.0
304296.32,6031034.84,0.0
304296.31,6031034.92,-1.0
304296.3,6031034.99,1.0
304296.27,6031035.1,-4.0
304296.25,6031035.18,1.0
304296.23,6031035.25,4.0
304296.19,6031035.37,4.0
304296.17,6031035.44,0.0
304296.15,6031035.52,9.0
304296.12,6031035.64,-3.0
304296.1,6031035.73,-6.0
304296.07,6031035.84,-8.0
304296.06,6031035.92,1.0
304296.04,6031036.0,1.0
304296.02,6031036.13,-2.0
304296.01,6031036.22,-2.0
304295.99,6031036.31,1.0
304295.97,6031036.44,2.0
304295.96,6031036.54,5.0
304295.95,6031036.63,-3.0
304295.93,6031036.78,2.0
304295.92,6031036.87,1.0
304295.9,6031036.97,3.0
304295.88,6031037.11,3.0
304295.86,6031037.2,-2.0
304295.85,6031037.29,-6.0
304295.83,6031037.43,-9.0
304295.82,6031037.52,-6.0
304295.81,6031037.61,-9.0
304295.79,6031037.74,-10.0
304295.78,6031037.83,-8.0
304295.78,6031037.92,-1.0
304295.77,6031038.05,1.0
304295.76,6031038.13,-3.0
304295.76,6031038.21,-2.0
304295.76,6031038.33,-2.0
304295.76,6031038.41,-2.0
304295.76,6031038.49,-1.0
304295.77,6031038.6,-1.0
304295.77,6031038.67,-3.0
304295.78,6031038.74,-1.0
304295.78,6031038.84,-6.0
304295.78,6031038.91,-9.0
304295.78,6031038.99,-4.0
304295.78,6031039.1,-3.0
304295.78,6031039.18,-3.0
304295.78,6031039.25,-4.0
304295.78,6031039.36,4.0
304295.78,6031039.44,9.0
304295.77,6031039.51,-9.0
304295.77,6031039.63,-1.0
304295.76,6031039.7,-2.0
304295.75,6031039.78,3.0
304295.74,6031039.9,6.0
304295.73,6031039.98,4.0
304295.72,6031040.06,-2.0
304295.71,6031040.18,-1.0
304295.71,6031040.27,0.0
304295.7,6031040.35,1.0
304295.69,6031040.48,1.0
304295.67,6031040.57,1.0
304295.66,6031040.66,0.0
304295.64,6031040.79,4.0
304295.62,6031040.88,-2.0
304295.61,6031040.97,-2.0
304295.59,6031041.11,2.0
304295.57,6031041.2,-2.0
304295.56,6031041.3,-2.0
304295.54,6031041.43,-5.0
304295.52,6031041.52,0.0
304295.51,6031041.62,-3.0
304295.49,6031041.75,-3.0
304295.49,6031041.84,3.0
304295.48,6031041.93,-2.0
304295.46,6031042.07,-4.0
304295.45,6031042.15,11.0
304295.44,6031042.29,0.0
304295.43,6031042.37,1.0
304295.43,6031042.46,6.0
304295.42,6031042.58,6.0
304295.41,6031042.67,0.0
304295.41,6031042.75,0.0
304295.4,6031042.87,-2.0
304295.4,6031042.95,-2.0
304295.4,6031043.03,-4.0
304295.39,6031043.14,-2.0
304295.39,6031043.22,-2.0
304295.39,6031043.3,-2.0
304295.38,6031043.41,-1.0
304295.38,6031043.49,-1.0
304295.38,6031043.56,-2.0
304295.38,6031043.68,1.0
304295.39,6031043.76,1.0
304295.39,6031043.83,1.0
304295.39,6031043.95,2.0
304295.39,6031044.02,-2.0
304295.39,6031044.1,-1.0
304295.38,6031044.22,-1.0
304295.38,6031044.3,-2.0
304295.37,6031044.38,-3.0
304295.37,6031044.49,0.0
304295.36,6031044.57,-2.0
304295.36,6031044.66,-2.0
304295.36,6031044.78,1.0
304295.36,6031044.86,-10.0
304295.36,6031044.95,1.0
304295.35,6031045.07,1.0
304295.35,6031045.16,11.0
304295.34,6031045.25,-4.0
304295.33,6031045.38,-4.0
304295.32,6031045.47,-1.0
304295.31,6031045.56,3.0
304295.29,6031045.7,-3.0
304295.27,6031045.79,-1.0
304295.26,6031045.89,-1.0
304295.23,6031046.03,0.0
304295.21,6031046.13,-2.0
304295.19,6031046.22,-1.0
304295.16,6031046.37,-1.0
304295.14,6031046.47,-1.0
304295.11,6031046.57,1.0
304295.07,6031046.72,3.0
304295.04,6031046.82,7.0
304294.99,6031046.97,12.0
304294.96,6031047.07,1.0
304294.93,6031047.18,-2.0
304294.87,6031047.33,-3.0
304294.84,6031047.43,0.0
304294.8,6031047.53,6.0
304294.75,6031047.69,1.0
304294.71,6031047.79,-5.0
304294.67,6031047.89,-5.0
304294.61,6031048.04,-17.0
304294.58,6031048.14,-5.0
304294.55,6031048.24,-4.0
304294.51,6031048.4,-3.0
304294.48,6031048.51,-5.0
304294.46,6031048.61,-3.0
304303.54,6030987.93,-1.0
304303.54,6030988.02,-3.0
304303.54,6030988.14,-2.0
304303.54,6030988.22,-2.0
304303.54,6030988.3,-1.0
304303.53,6030988.43,0.0
304303.53,6030988.51,-2.0
304303.53,6030988.59,5.0
304303.53,6030988.7,0.0
304303.54,6030988.78,-1.0
304303.54,6030988.85,2.0
304303.55,6030988.96,3.0
304303.56,6030989.03,0.0
304303.57,6030989.1,0.0
304303.59,6030989.21,4.0
304303.6,6030989.28,1.0
304303.61,6030989.35,-2.0
304303.63,6030989.45,0.0
304303.64,6030989.53,1.0
304303.65,6030989.6,4.0
304303.67,6030989.7,11.0
304303.68,6030989.77,-8.0
304303.69,6030989.85,-2.0
304303.7,6030989.95,3.0
304303.7,6030990.02,3.0
304303.7,6030990.09,3.0
304303.7,6030990.2,8.0
304303.7,6030990.27,10.0
304303.7,6030990.34,5.0
304303.7,6030990.45,4.0
304303.69,6030990.53,-3.0
304303.68,6030990.6,17.0
304303.66,6030990.71,3.0
304303.64,6030990.79,-4.0
304303.61,6030990.87,0.0
304303.57,6030990.98,0.0
304303.54,6030991.07,4.0
304303.51,6030991.15,0.0
304303.44,6030991.27,-1.0
304303.4,6030991.35,-1.0
304303.36,6030991.43,0.0
304303.3,6030991.56,-1.0
304303.26,6030991.64,0.0
304303.22,6030991.72,3.0
304303.16,6030991.84,0.0
304303.12,6030991.92,-2.0
304303.08,6030992.0,0.0
304303.02,6030992.13,0.0
304302.99,6030992.21,0.0
304302.95,6030992.29,1.0
304302.91,6030992.41,-2.0
304302.88,6030992.49,-1.0
304302.84,6030992.61,-2.0
304302.82,6030992.69,1.0
304302.8,6030992.77,-7.0
304302.78,6030992.89,-1.0
304302.77,6030992.96,-1.0
304302.76,6030993.04,-1.0
304302.74,6030993.15,1.0
304302.74,6030993.23,1.0
304302.73,6030993.3,-2.0
304302.73,6030993.42,-3.0
304302.73,6030993.49,1.0
304302.73,6030993.57,1.0
304302.73,6030993.68,-1.0
304302.73,6030993.75,-5.0
304302.74,6030993.82,-2.0
304302.75,6030993.93,-2.0
304302.76,6030994.0,0.0
304302.77,6030994.07,-1.0
304302.78,6030994.18,-5.0
304302.79,6030994.25,11.0
304302.8,6030994.32,23.0
304302.82,6030994.42,13.0
304302.83,6030994.49,8.0
304302.84,6030994.57,-5.0
304302.85,6030994.67,2.0
304302.86,6030994.74,2.0
304302.86,6030994.82,-2.0
304302.87,6030994.93,-3.0
304302.87,6030995.0,-1.0
304302.87,6030995.08,-6.0
304302.87,6030995.19,0.0
304302.87,6030995.26,4.0
304302.86,6030995.34,4.0
304302.86,6030995.45,7.0
304302.85,6030995.53,-3.0
304302.85,6030995.6,-5.0
304302.84,6030995.72,-4.0
304302.83,6030995.8,-2.0
304302.81,6030995.92,-2.0
304302.8,6030996.0,-2.0
304302.78,6030996.09,-1.0
304302.75,6030996.21,-9.0
304302.73,6030996.3,-4.0
304302.72,6030996.38,-1.0
304302.69,6030996.51,0.0
304302.68,6030996.6,0.0
304302.67,6030996.68,1.0
304302.65,6030996.81,-2.0
304302.64,6030996.9,-1.0
304302.63,6030996.98,-1.0
304302.62,6030997.11,0.0
304302.61,6030997.2,0.0
304302.6,6030997.28,0.0
304302.59,6030997.41,0.0
304302.57,6030997.5,-2.0
304302.56,6030997.59,-2.0
304302.55,6030997.72,-2.0
304302.54,6030997.8,-2.0
304302.53,6030997.89,1.0
304302.51,6030998.02,7.0
304302.5,6030998.1,-4.0
304302.49,6030998.18,-1.0
304302.47,6030998.31,-1.0
304302.46,6030998.39,2.0
304302.45,6030998.51,1.0
304302.44,6030998.59,-1.0
304302.43,6030998.68,-1.0
304302.42,6030998.8,-4.0
304302.42,6030998.89,-11.0
304302.42,6030998.97,-4.0
304302.41,6030999.05,4.0
304302.41,6030999.18,0.0
304302.41,6030999.26,-2.0
304302.4,6030999.39,-4.0
304302.4,6030999.47,1.0
304302.39,6030999.56,1.0
304302.38,6030999.68,3.0
304302.38,6030999.77,1.0
304302.37,6030999.85,1.0
304302.36,6030999.97,-4.0
304302.35,6031000.06,-3.0
304302.34,6031000.14,0.0
304302.33,6031000.27,-1.0
304302.32,6031000.36,-1.0
304302.31,6031000.45,-4.0
304302.29,6031000.58,-4.0
304302.28,6031000.67,-4.0
304302.27,6031000.75,-7.0
304302.25,6031000.88,-4.0
304302.24,6031000.97,0.0
304302.22,6031001.06,3.0
304302.21,6031001.19,3.0
304302.19,6031001.27,-2.0
304302.18,6031001.36,1.0
304302.16,6031001.49,0.0
304302.14,6031001.58,0.0
304302.13,6031001.66,0.0
304302.11,6031001.79,0.0
304302.1,6031001.88,0.0
304302.09,6031001.97,-1.0
304302.08,6031002.1,-1.0
304302.07,6031002.18,0.0
304302.06,6031002.32,-2.0
304302.05,6031002.4,-2.0
304302.04,6031002.49,-3.0
304302.03,6031002.62,-3.0
304302.03,6031002.71,-1.0
